,Unnamed: 0,title,artist,top genre,year,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop,lyrics
319,320,The Feeling,Justin Bieber,canadian pop,2015,127,81,53,-6,10,21,245,8,6,67,"

[Verse 1: Justin Bieber]
You are to me
A part of me just like anatomy
You're pulling me
You're pulling me in like you're gravity

[Refrain: Justin Bieber]
I'm notorious for thinking you're full of beautiful
Instead of hollow
Sugar on your lips, it starts to kill
Jagged like a pill, so hard to swallow

[Chorus: Justin Bieber + Halsey]
Am I in love with you? Am I in love with you?
Or am I in love with the feeling?
I'm trying to find the truth, trying to find the truth
But sometimes the heart is deceiving
Can't get out of my head and I need you to save me
If I am delusional then maybe I'm crazy
In love with you, am I in love with you?
Or am I in love with the feeling?

[Verse 2: Justin Bieber]
You give to me
Everything, anything that I could dream
And at least that's what it seems
Could it be I don't know what's good for me?

[Refrain: Justin Bieber]
I'm notorious for thinking you're full of beautiful
Instead of hollow
Sugar on your lips, it starts to kill
Jagged like a pill, so hard to swallow

[Chorus: Justin Bieber + Halsey]
Am I in love with you? Am I in love with you?
Or am I in love with the feeling?
I'm trying to find the truth, trying to find the truth
But sometimes the heart is deceiving
Can't get out of my head and I need you to save me
If I am delusional then maybe I'm crazy
In love with you, am I in love with you?
Or am I in love with the feeling?

[Bridge: Justin Bieber]
I'm sinking faster and faster
Between heaven and disaster
Sorry if I make you feel like
I'm standing on the borderline

[Chorus: Justin Bieber + Halsey]
Am I in love with you? Am I in love with you?
Or am I in love with the feeling?
I'm trying to find the truth, trying to find the truth
But sometimes the heart is deceiving
Can't get out of my head and I need you to save me
If I am delusional then maybe I'm crazy
In love with you, am I in love with you?
Or am I in love with the feeling?

"
320,321,I Really Like You,Carly Rae Jepsen,canadian pop,2015,122,81,62,-5,22,60,205,1,4,66,"

[Verse 1]
I really wanna stop, but I just got the taste for it
I feel like I could fly with the boy on the moon
So honey, hold my hand, you like making me wait for it
I feel like I could die walking up to the room, oh yeah

[Pre-Chorus]
Late night watching television
But how'd we get in this position?
It's way too soon, I know this isn't love
But I need to tell you something

[Chorus]
I really, really, really, really, really, really like you
And I want you, do you want me, do you want me too?
I really, really, really, really, really, really like you
And I want you, do you want me, do you want me too?
Oh, did I say too much?
I?? so in my head when we??e out of touch
I really, really, really, really, really, really like you
And I want you, do you want me, do you want me too?

[Verse 2]
It's like everything you say is a sweet revelation
All I wanna do is get into your head
Yeah, we could stay alone
You and me, and this temptation
Sipping on your lips, hanging on by a thread, baby

[Pre-Chorus]
Late night watching television
But how'd we get in this position?
It's way too soon, I know this isn't love (Love)
But I need to tell you something

[Chorus]
I really, really, really, really, really, really like you
And I want you, do you want me, do you want me too?
I really, really, really, really, really, really like you
And I want you, do you want me, do you want me too?
Oh, did I say too much?
I?? so in my head when we??e out of touch (When we??e out of touch!)
I really, really, really, really, really, really like you
And I want you, do you want me, do you want me too?

[Bridge]
Who gave you eyes like that?
Said you could keep them
I don?? know how to act
Or if I should be leaving
I?? running out of time
Going out of my mind
I need to tell you something
Yeah, I need to tell you something
Yeah!

[Chorus]
I really, really, really, really, really, really like you
And I want you, do you want me, do you want me too?
I really, really, really, really, really, really like you (Oh oh oh)
And I want you, do you want me, do you want me too?
Oh, did I say too much? (Did I say too much?)
I?? so in my head when we??e out of touch (I?? so in my head, when we??e out of touch)
I really, really, really, really, really, really like you
And I want you, do you want me, do you want me too? (Yeah!)
I really, really, really, really, really, really like you
And I want you, do you want me, do you want me too? (Yeah, I need to tell you something)
I really, really, really, really, really, really like you (Oh, yeah)
And I want you, do you want me, do you want me too?

"
321,322,BO$$,Fifth Harmony,dance pop,2015,103,87,81,-5,5,74,171,1,11,66,
322,323,Sugar,Maroon 5,pop,2015,120,79,75,-7,9,88,235,6,3,66,"

[Directed by David Dobkin]

[Verse 1]
I'm hurting baby, I'm broken down
I need your loving, loving I need it now
When I'm without you, I'm something weak
You got me begging, begging I'm on my knees

[Pre-Chorus]
I don't wanna be needing your love
I just wanna be deep in your love
And it's killing me when you're away
Ooh baby
'Cause I really don't care where you are
I just wanna be there where you are
And I gotta get one little taste

[Chorus]
Sugar, yes please
Won't you come and put it down on me?
I'm right here, 'cause I need
Little love, a little sympathy
Yeah, you show me good loving, make it alright
Need a little sweetness in my life
Your sugar, yes please
Won't you come and put it down on me?

[Verse 2]
Babe, my broken pieces, you pick them up
Don't leave me hanging, hanging
Come give me some
When I'm without you, I'm so insecure
You are the one thing, one thing I'm living for

[Pre-Chorus]
I don't wanna be needing your love
I just wanna be deep in your love
And it's killing me when you're away
Ooh baby
'Cause I really don't care where you are
I just wanna be there where you are
And I gotta get one little taste

[Chorus]
Sugar, yes please
Won't you come and put it down on me?
I'm right here, 'cause I need
Little love, a little sympathy
Yeah, you show me good loving, make it alright
Need a little sweetness in my life
Your sugar, yes please (Your sugar, yes please)
Won't you come and put it down on me?

[Bridge]
Yeah
I want that red velvet
I want that sugar sweet
Don't let nobody touch it unless that somebody's me
I gotta be a man, there ain't no other way
'Cause girl you're hotter than a Southern California day
Never wanna play no games, you don't gotta  be afraid
Don't give me all that shy shit
No makeup on, that's my sugar

[Chorus]
Sugar, yes please (Please)
Won't you come and put it down on me? (Down on me)
I'm right here, 'cause I need (I'm right here, 'cause I need)
Little love, a little sympathy
Yeah, you show me good loving, make it alright
Need a little sweetness in my life (Yeah)
Your sugar, yes please (Your sugar, yes please)
Won't you come and put it down on me? (Down on me)
Sugar, yes please
Won't you come and put it down on me?
I'm right here, 'cause I need (I'm right here, 'cause I need)
Little love, a little sympathy
Yeah, you show me good loving, make it alright
Need a little sweetness in my life
Your sugar, yes please (Your sugar, yes please)
Won't you come and put it down on me?
(Down on me, down on me, ooh)

"
323,324,Focus,Ariana Grande,dance pop,2015,100,88,67,-6,44,79,211,27,24,66,"

[Verse 1]
Hey
I know what I came to do
And that ain't gonna change
So go ahead and talk your talk
'Cause I won't take the bait
I'm over here doin' what I like
I'm over here workin' day and night
And if my real ain't real enough
I'm sorry for you, bae

[Pre-Chorus]
Let's find a light inside our universe now
Where ain't nobody keep on holdin' us down
Just come and get it, let them say what they say
'Cause I'm about to put them all away, woo

[Chorus: Jamie Foxx & Ariana Grande]
Focus on me, f-f-focus on me, woo
Focus on me, f-f-focus on me, woo
Focus on me (Focus), f-f-focus on me, woo (Focus on me)
Focus on me (Focus), f-f-focus on me, woo (Focus on me)

[Verse 2]
I can tell you're curious
It's written on your lips
Ain't no need to hold it back
Go 'head and talk your shit (Hey)
I know you're hopin' that I'll react
I know you're hopin' I'm lookin' back
But if my real ain't real enough
Then I don't know what is (Hey, yeah)

[Pre-Chorus]
Let's find a light inside our universe now (Mmm, yeah)
Where ain't nobody keep on holding us down (Nobody keep on holdin' us down)
Just come and get it, let them say what they say (Ooh)
'Cause I'm about to put them all away, woo

[Chorus: Jamie Foxx & Ariana Grande]
Focus on me (Hey!), f-f-focus on me, woo (Yeah)
Focus on me (Ohh), f-f-focus on me, woo
Focus on me (Focus), f-f-focus on me, woo (Focus on me, baby)
Focus on me (Focus), f-f-focus on me, woo (Focus on me, babe)

[Breakdown]
One, two, three, c'mon girls (Uh, hey!)
You know I like it (Hey! Ba-da-ba-ba, ba-da-da-da-da-da)
(Focus on me) Come on, now, now
(Focus on me) Oh, woah, hey

[Pre-Chorus]
Let's find a light inside our universe now
Where ain't nobody keep on holding us down (Nobody keep on holding us down)
Just come and get it, let them say what they say (Let them say what they say)
'Cause I'm about to put them all away, no

[Chorus: Jamie Foxx & Ariana Grande]
Focus on me (Yeah, yeah, yeah, yeah) (Hey) , f-f-focus on me, woo
(You know I like it when you focus on me)
Focus on me (Yeah, yeah, yeah, yeah), f-f-focus on me, woo (Focus on me)
Focus on me (Yeah, yeah, yeah, yeah) (Focus), f-f-focus on me, woo (Oh yeah, no) (Focus on me)
Focus on me (Yeah, yeah, yeah, yeah) (Focus), f-f-focus on me, woo (Yeah, no) (Focus on me)
Focus on me (Yeah, yeah, yeah, yeah), f-f-focus on me (Focus on me), woo
Focus on me (Ooh, yeah) (Yeah, yeah, yeah, yeah), f-f-focus on me (Focus on me, oh), woo
Focus on me (Yeah, yeah, yeah, yeah) (Focus), f-f-focus on me, woo (Focus on me)
Focus on me (Yeah, yeah, yeah, yeah) (Focus), f-f-focus on me, woo (Focus on me) (Focus on me, babe)

"
324,325,All About That Bass,Meghan Trainor,dance pop,2015,134,88,81,-4,11,96,189,5,5,65,"

[Chorus]
Because you know I'm all about that bass
'Bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass

[Verse 1]
Yeah, it's pretty clear, I ain't no size two
But I can shake it, shake it, like I'm supposed to do
'Cause I got that boom boom that all the boys chase
And all the right junk in all the right places
I see the magazines working that Photoshop
We know that shit ain't real, come on now, make it stop
If you got beauty beauty just raise 'em up
'Cause every inch of you is perfect from the bottom to the top

[Pre-Chorus]
Yeah, my momma she told me don't worry about your size
She says, boys like a little more booty to hold at night
(That booty, booty, uh, that booty booty)
You know I won't be no stick-figure, silicone Barbie doll
So, if that's what's you're into then go ahead and move along

[Chorus]
Because you know I'm all about that bass
'Bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass

[Verse 2]
Hey, I'm bringing booty back
Go ahead and tell them skinny bitches that
No, I'm just playing I know you think you're fat
But I'm here to tell you
Every inch of you is perfect from the bottom to the top

[Pre-Chorus]
Yeah, my momma she told me don't worry about your size
She says, boys like a little more booty to hold at night
(That booty, booty, uh, that booty booty)
You know I won't be no stick-figure, silicone Barbie doll
So, if that's what's you're into then go ahead and move along

[Chorus]
Because you know I'm all about that bass
'Bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass
Because you know I'm all about that bass
'Bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass
Because you know I'm all about that bass
'Bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass

[Click here to read about when Meghan Trainor met her co-writer on this song, Kevin Kadish]

"
325,326,On My Mind,Ellie Goulding,dance pop,2015,155,71,70,-7,9,74,213,26,5,65,"

[Intro]
Oh, oh
Uh-oh-oh-oh
Eh

[Verse 1]
It's a little blurry how the whole thing started
I don't even really know what you intended
Thought that you were cute and you could make me jealous
Poured it down, so I poured it down
Next thing that I know I'm in a hotel with you
You were talking deep like it was mad love to you
You wanted my heart but I just liked your tattoos
Poured it down, so I poured it down

[Pre-Chorus 1]
And now I don't understand it
You don't mess with love, you mess with the truth
And I know I shouldn't say it
But my heart don't understand

[Chorus 1]
Why I got you on my mind
Why I got you on my mind
Why I got you on my mind
Why I got you on my mind
But my heart don't understand
Why I got you on my mind
Why I got you on my mind
Why I got you on my mind
Why I got you on my mind

[Verse 2]
I always hear, always hear them talking
Talking 'bout a girl, 'bout a girl with my name
Saying that I hurt you but I still don't get it
You didn't love me, no, not really
Wait
I could have really liked you
I'll bet, I'll bet that's why I keep on thinking 'bout you
It's a shame (shame), you said I was good
So I poured it down, so I poured it down

[Pre-Chorus 1]
And now I don't understand it
You don't mess with love, you mess with the truth
And I know I shouldn't say it
But my heart don't understand

[Chorus 2]
Why I got you on my mind
Why I got you on my mind
Why I got you on my mind
Why I got you on my mind
But my heart don't understand
Why I got you on my mind
You think you know somebody
Why I got you on my mind
You think you know somebody
Why I got you on my mind
You think you know somebody
Why I got you on my mi-i-i-i-ind

[Bridge]
You got yourself in a dangerous zone
Cause we both have the fear, fear of being alone

[Pre-Chorus 2]
And I still don't understand it
You don't mess with love, you mess with the truth
And my heart don't understand it
Understand it, understand it

[Chorus 3]
Why I got you on my mind
You think you know somebody
Why I got you on my mind
You think you know somebody
Why I got you on my mind
You think you know somebody
Why I got you on my mind
But my heart don't understand
Why I got you on my mind
You think you know somebody
Why I got you on my mind
You think you know somebody
Why I got you on my mind
You think you know somebody
Why I got you on my mind
But my heart don't understand
Why I got you on my mind
You think you know somebody
Why I got you on my mind
You think you know somebody
Why I got you on my mind
You think you know somebody
Why I got you on my mind

[Outro]
Uh, uh, uh, uh

"
326,327,Love Me Like You,Little Mix,dance pop,2015,106,67,79,-4,28,85,198,21,4,65,"

[Intro: All]
Sha-la-la-la
Sha-la-la-la
Sha-la-la-la

[Verse 1: Jade Thirlwall]
He might got the biggest ca-a-ar
Don't mean he can drive me wild or he can go for miles
Said he got a lot of ca-a-ash
Darling he can't buy my love, it's you I'm dreaming of

[Pre-Chorus: Leigh-Anne Pinnock & All]
They try to romance me but you got that nasty
And that's what I want (That's what I want)
So baby, baby, come and save me
Don't need those other numbers when I got my number one

[Chorus: All]
Last night I lay in bed so blue
Cause I realized the truth, they can't love me like you
I've tried to find somebody new
Baby they ain't got a clue, can't love me like you

[Verse 2: Jesy Nelson]
Used to get it when I wa-a-ant
You were pouring out your love, I could never get enough
Now I'm dealing with these boys
When I really need a man who can do it like I can

[Pre-Chorus: Perrie & All]
They try to romance me but you got that nasty
And that's what I want (That's what I want)
So baby, baby, come and save me
Don't need those other lovers when I got my number one

[Chorus: All]
Last night I lay in bed so blue
Cause I realized the truth, they can't love me like you
I've tried to find somebody new
Baby they ain't got a clue, can't love me like you

[Post-Chorus: All, Leigh-Anne Pinnock + All]
Sha-la-la-la, woo-ooh-ooh, sha-la-la-la, oh
Sha-la-la-la, oh, can't love me like you
Sha-la-la-la, woo-ooh-ooh, sha-la-la-la, oh
Sha-la-la-la, oh, can't love me like you

[Bridge: All, Jade Thirlwall + Leigh-Anne Pinnock]
L-O-V-E, love the way you give it to me
When you're with me, boy I want it everyday
L-O-V-E, love the way you give it to me
When you're with me, boy, I want it everyday

[Chorus: All, Perrie Edwards, Jesy Nelson, Leigh-Anne Pinnock, (All + Jade Thirlwall)]
Last night I lay in bed so blue (I lay in bed so blue)
Cause I realized the truth, they can't love me like you
(They can't love me like you)
I've tried to find somebody new (Ooh, woo, ooh)
Baby they ain't got a clue, can't love me like you
(Can't love me like you)
Last night I lay in bed so blue
(L-O-V-E, love the way you give it to me)
Cause I realized the truth, they can't love me like you
(When you're with me, boy, I want it everyday)
I've tried to find somebody new
Baby they ain't got a clue, can't love me like you

"
327,328,Broken Arrows,Avicii,big room,2015,116,67,63,-7,10,29,233,5,5,65,"

[Verse 1]
You stripped your love down to the wire
Fire shy and cold alone outside
You stripped it right down to the wire
But I see you behind those tired eyes

[Pre-Chorus]
Now as you wade through shadows that live in your heart
You'll find the light that leads home
Cause I see you for you and your beautiful scars
So take my hand, don't let go

[Chorus]
Cause it's not too late, it's not too late
I, I see the hope in your heart
And sometimes you lose and sometimes you're shooting
Broken arrows in the dark
But I, I see the hope in your heart

[Verse 2]
I've seen the darkness in the light
The kind of blue that leaves you lost and blind
The only thing that's black and white
Is that you don't have to walk alone this time

[Pre-Chorus]
We have to tear down walls that live in your heart
To find someone you call home
Now you see me for me and my beautiful scars
So take my hand, don't let go

[Chorus]
Cause it's not too late, it's not too late
I, I see the hope in your heart
And sometimes you lose and sometimes you're shooting
Broken arrows in the dark
But I, I see the hope in your heart

[Outro]
It's not too late, it's not too late
I see the hope in your heart
Sometimes losing, sometimes shooting
Broken arrows in the dark

"
328,329,Booty,Jennifer Lopez,dance pop,2015,129,95,71,-4,26,40,210,0,5,64,"

[Intro: Jennifer Lopez & Pitbull]
Big, big booty, what you got? A big booty
Big, big booty, what you got? A big booty
Big, big booty, what you got? A big booty
Big, big booty, what you got? A big booty
Big, big booty, what you? (Ain't that a freak?)
Big, big booty, what you got? A big booty
Now, baby, uh, you're gorgeous
Big, big booty, what you got? A big booty
I mean, you're fine
Big, big booty, what you got? A big booty
You're sexy
Big, big booty, what you got? A big booty
But most of all, you are just absolutely bootyful (Ain't that a freak?)

[Verse 1: Jennifer Lopez]
Have you seen her on the dance floor?
She got the boom, shake the room
That's the lightning and the thunder
You wanna meet her, you wanna touch her
See the light in her eyes, and it starts to make you wonder (Ain't that a freak?)

[Pre-Chorus: Jennifer Lopez]
All the sexy girls in the party
Go and grab a man, bring him to the dance floor
Go on, let them jeans touch you while you're dancing
(Big, big booty, what you got? A big booty)
It's his birthday, give him what he ask for
(Big, big booty, what you got? A big booty)
Let me show you how to do it

[Chorus: Jennifer Lopez]
Big, big booty, what you got? A big booty (Work)
Big, big booty, what you got? A big booty (Shake that)
Big, big booty, what you got? A big booty (Go to work)
Big, big booty, what you? (Ain't that a freak?) Huh

[Verse 2: Jennifer Lopez]
The way she moves, I know you want her
She light the fire, get you right
That's the lightning and the thunder
You wanna meet her, you gotta touch her
Hold on tight for the ride
'Cause you know you gonna love her

[Pre-Chorus: Jennifer Lopez]
All the sexy girls in the party
Go and grab a man, bring him to the dance floor
Go on, let them jeans touch you while you're dancing
It's his birthday, give him what he ask for
Let me show you how to do it

[Chorus: Jennifer Lopez & Pitbull]
Big, big booty, what you got? A big booty (Work)
Big, big booty, what you got? A big booty (Shake that)
Big, big booty, what you got? A big booty (Go to work)
Big, big booty, what you? (Woooo, ain't that a freak?) Huh

[Verse 3: Pitbull]
Booty, booty, booty, booty, booty everywhere
Look at her booty, stop, stare
They love that booty, hell yeah
The way she twerk it, not fair (Haha)
She got a booty that'll swallow a thong
And if you do it better, do it dirty all night long
Booty, toot it, boot it, you know the plan
So much booty, she could supply the demand (Ain't that a freak?)
I wanna take that big ol' booty shopping at the mall
I wanna pick it up and put that booty in my car
Baby, your booty is a movie star
Oscar award winner of them all
Now give me that

[Verse 4: Jennifer Lopez]
Mesmerized by the size of it (Oh-oh-oh)
You can fight it if you like take your time (Oh-oh-oh)
I can guarantee you'll have the time of your life
Throw up your hands if you love a big booty

[Bridge: Jennifer Lopez]
Big big big big big big booty, what you
Big big big big big big booty, what you
Big big big big big big...
Let me show you how to do it
Work
Shake that
Go to work (Ain't that a freak?)

[Chorus: Jennifer Lopez]
Big, big booty, what you got? A big booty
Big, big booty, what you got? A big booty
Big, big booty, what you got? A big booty
Big, big booty, what you got? A big booty (Shake that)

"
329,330,What Do You Mean? - Acoustic,Justin Bieber,canadian pop,2015,125,36,77,-11,10,76,204,79,4,64,"

[Chorus]
What do you mean? Oh, oh
When you nod your head yes, but you wanna say no
What do you mean? Hey-ey
When you don't want me to move, but you tell me to go
What do you mean?
Oh, what do you mean?
Said you're running outta time, what do you mean?
Oh, oh, oh, what do you mean?
Better make up your mind, what do you mean?

[Verse 1]
You??e so indecisive, what I?? saying
Tryna catch the beat, make up your heart
Don't know if you're happy or complaining
Don't want for us to end, where do I start?

[Pre-Chorus]
First you wanna go to the left then you wanna turn right
Wanna argue all day, make love all night
First you're up, then you??e down and then between
Oh, I really wanna know??
[Chorus]
What do you mean?
When you nod your head yes, but you wanna say no
What do you mean? Hey-ey
When you don't want me to move, but you tell me to go
What do you mean?
Oh, what do you mean?
Said you're running outta time, what do you mean?
Oh, oh, oh, what do you mean?
Better make up your mind, what do you mean?

[Verse 2]
You??e overprotective when I?? leaving
Tryna compromise but I can?? win
You wanna make a point, but you keep preaching
You had me from the start, won't let this end

[Pre-Chorus]
First you wanna go to the left then you wanna turn right
Wanna argue all day, make love all night
First you're up, then you??e down and then between
Oh, I really wanna know??
[Chorus]
What do you mean?
When you nod your head yes, but you wanna say no
What do you mean?
When you don't want me to move, but you tell me to go
What do you mean?
Oh, what do you mean?
Said you're running outta time, what do you mean?
Oh, oh, oh, what do you mean?
Better make up your mind

[Outro]
What do you mean?
Don't be so selfish baby, yeah
What do you mean?
Oh, what do you mean now? Hey-ey
Oh, oh tudurudururu
Oh, oh, hey, yeah yeah
What do you mean?

"
330,331,Mark My Words,Justin Bieber,canadian pop,2015,114,26,38,-9,17,52,134,88,3,63,"

[Chorus]
Mark my words, that's all that I have
Mark my words, give you all I got
In every way I will
You're the only reason why
Oh I don't wanna live a lie
Mark my words
Mark my words

[Verse]
So you heard it all before
Falling in and out of trust
Trying to rekindle us
Only to lose yourself
But I won't let me lose you
And I won't let us just fade away
After all that we've been through
I'ma show you more than I ever could say

[Chorus]
Mark my words, that's all that I have
Mark my words, give you all I got
In every way I will
You're the only reason why
Oh I don't wanna live a lie
Mark my words
Mark my words

"
331,332,Lay It All on Me,Rudimental,dance pop,2015,123,75,67,-7,19,48,242,14,4,62,"

[Verse 1: Ed Sheeran]
All alone as you look through the door
Nothing left to see
If it hurts and you can't take no more
Lay it all on me

[Pre-Chorus: Rudimental & Ed Sheeran]
No, you don't have to keep it under lock and key
'Cause I will never let you down
And if you can't escape all your uncertainties
Baby I can show you how

[Chorus: Rudimental & Ed Sheeran]
Let my love in, let my love in
Lay your heart on me
If you're hurting, if you're hurting
You can lay it all on me
Yeah you can lay it all on me (Lay it all on me)
You can lay it all on me
If you're hurting, if you're hurting
Lay it all on me

[Verse 2: Ed Sheeran]
If you're scared when you're out on your own
Just remember me
'Cause I won?? let you go it alone
Lay it all on me

[Pre-Chorus: Rudimental & Ed Sheeran]
No, you don't have to keep it under lock and key
'Cause I will never let you down
And if you can't escape all your uncertainties
Baby I can show you how

[Chorus: Rudimental & Ed Sheeran]
Let my love in, let my love in
Lay your heart on me
If you're hurting, if you're hurting
You can lay it all on me
Yeah, you can lay it all on me
(Lay it all, lay it all on me)
Lay it all on me
If you're hurting, if you're hurting
Lay it all on me

[Bridge: Ed Sheeran]
So if you're hurting babe
Let your heart be free
You got a friend in me
I'll be your shoulder at anytime you need
Baby I believe
So if you're hurting
Just let your heart be free
Lay it all on me
I'll be your shoulder anytime you need
Lay it all on me
Lay it all on me

[Outro]
Let my love in, let my love in
Lay your heart on me
If you're hurting, if you're hurting
Lay it all on me you can
Lay it all, lay it all on me
Lay it all on me
Lay it all, lay it all on me
Lay it all on me
Let my love in, let my love in
Lay your heart on me
If you're hurting, if you're hurting
Lay it all on me you can
I'll be your shoulder when anytime you need
Lay it all on me
Let my love in, let my love in
Lay your heart on me
If you're hurting, if you're hurting
Lay it all on me you can
Lay it all, lay it all on me
Lay it all on me
Let me in babe let me in baby
Lay it all on me

"
332,333,American Oxygen,Rihanna,barbadian pop,2015,78,75,39,-6,33,48,320,5,9,61,"

[Chorus]
Breathe out, breathe in
American oxygen, woah
Every breath I breathe
Chasin' this American Dream
We sweat for a nickel and a dime
Turn it into an empire, whoa
Breathe in this feeling
American, American oxygen

[Refrain]
American oxygen
Breathe in this feeling
American, American oxygen

[Verse 1]
Oh say, can you see - this is the American Dream
Young girl, hustlin' on the other side of the ocean
You can be anything at all in America, America
I say if you can't see
Just close your eyes and breathe

[Chorus]
Breathe out, breathe in
American oxygen, whoa
Every breath I breathe
Chasin' this American Dream
We sweat for a nickel and a dime
Turn it into an empire, whoa
Breathe in this feeling
American, American oxygen

[Refrain]
American oxygen
Breathe in, this feeling
American, American oxygen
American oxygen
Breathe in, this feeling
American, American oxygen

[Verse 2]
Oh say, can you see - this is the American Dream
Young boy, hustlin', tryna get the wheels in motion
But he can be anything at all in America, America
I say if you can't see
Just close your eyes and breathe

[Chorus]
Breathe out, breathe in
American oxygen, whoa
Every breath I breathe
Chasin' this American Dream
We sweat for a nickel and a dime
Turn it into an empire, whoa
Breathe in this feeling
American, American oxygen

[Bridge]
This is the new America
We are the new America
This is the new America
We are the new America
This is the new America
We are the new America
This is the new America
We are the new America

[Chorus]
Breathe out, breathe in
American oxygen, whoa
Every breath I breathe
Chasin' this American Dream
We sweat for a nickel and a dime
Turn it into an empire, whoa
Breathe in this feeling
American, American oxygen

[Refrain]
American oxygen
Breathe in, this feeling
American, American oxygen
American oxygen
Breathe in, this feeling
American, American oxygen

[Outro]
This is the new America
We are the new America
This is the new America
We are the new America

"
333,334,Bang Bang,Jessie J,australian pop,2015,150,75,71,-4,38,73,199,27,9,61,"

[Verse 1: Jessie J]
She got a body like an hourglass
But I can give it to you all the time
She got a booty like a Cadillac
But I can send you into overdrive, oh
You've been waiting for that
Step on up, swing your bat

[Refrain: Jessie J & Ariana Grande]
See, anybody could be bad to you
You need a good girl to blow your mind, yeah

[Chorus: Jessie J]
Bang bang into the room (I know you want it)
Bang bang all over you (I??l let you have it)
Wait a minute, let me take you there (Oh)
Wait a minute 'til you (Oh, hey!)
Bang bang there goes your heart (I know you want it)
Back, back seat of my car (I??l let you have it)
Wait a minute, let me take you there (Oh)
Wait a minute 'til you (Oh, hey!)

[Verse 2: Ariana Grande]
She might'a let you hold her hand in school
But I'ma show you how to graduate (Mm-hmm)
No, I don't need to hear you talk the talk
Just come and show me what your momma gave ya, baby
I heard you've got a very big (Shhh)
Mouth but don?? say a thing

[Refrain: Ariana Grande & Jessie J]
See, anybody could be good to you
You need a bad girl to blow your mind

[Chorus: Jessie J & Ariana Grande]
Bang bang into the room (I know you want it)
Bang bang all over you (I??l let you have it)
Wait a minute, let me take you there (Oh)
Wait a minute 'til you (Oh, hey!)
Bang bang there goes your heart (I know you want it)
Back, back seat of my car (I??l let you have it)
Wait a minute, let me take you there (Oh)
Wait a minute 'til you (Oh, hey!)

[Pre-Verse: Nicki Minaj]
You know what, girls?
Let me show you how to do it

[Verse 3: Nicki Minaj (Ariana Grande)]
It?? Myx moscato, it?? frizz in a bottle, it?? Nicki Full Throttle, it?? oh, uh
Swimming in The Grotto, we winning in the lotto, we dipping in the Powder Blue four-door
Kitten so good, it's dripping on wood, get a ride in the engine that could go
Batman, robbin' it, bang bang, cockin' it, Queen Nicki dominant, prominent
It's me, Jessie, and Ari, if they test me, they sorry
Ride his uh like a Harley then pull off in his Ferrari
If he hangin' we bangin', phone rangin', he slangin'
It ain't karaoke night but get the mic ??ause I'm singin'
Uh, B to the A to the N to the G to the, uh (Baby, baby, baby, bae, ba??aby)
B to the A to the N to the G to the, hey

[Refrain: Jessie J]
See, anybody could be good to you
You need a bad girl to blow your mind, your mind (Okay)
Hey

[Chorus (Extended): Jessie J, Ariana Grande & Nicki Minaj]
Bang bang into the room (I know you want it)
Bang bang all over you (I??l let you have it) (Bang bang bang bang)
Wait a minute, let me take you there (Oh)
Wait a minute 'til you (Oh, hey!) (Yeah, uh-huh)
Bang bang there goes your heart (I know you want it)
Back, back seat of my car (I??l let you have it)
Wait a minute, let me take you there (Let me take you there)
Wait a minute 'til you (Oh, hey!)
Bang bang into the room (I know you want it)
Bang bang all over you (I??l let you have it), yo, I said
Bang, bang, bang, ba??ang, bang
Bang, bang, bang, bang, ba??ang, bang
Bang bang there goes your heart (I know you want it)
Back, back seat of my car (I??l let you have it)
Wait a minute, let me take you there
Wait a minute 'til you (Oh, hey!)

[Produced by Max Martin, Rickard G?ransson & Ilya]

"
334,335,Reality - Radio Edit,Lost Frequencies,belgian edm,2015,122,70,71,-8,7,60,159,2,3,61,"

[Chorus]
Decisions as I go to anywhere I flow
Sometimes I believe, at times I'm rational
I can fly high, I can go low
Today I got a million, tomorrow I don't know
Decisions as I go to anywhere I flow
Sometimes I believe, at times I'm rational
I can fly high, I can go low
Today I got a million, tomorrow I don't know

[Verse]
Stop claiming what you own, don't think about the show
We're all playing the same game, waiting on our loan
We're unknown and known, special and a clone
Hate will make you cautious, love will make you glow

[Chorus]
Make me feel the warmth, make me feel the cold
It's written in our stories, it's written on the walls
This is our call, we rise and we fall
Dancing in the moonlight, don't we have it all?

[Instrumental Break]

[Chorus]
Decisions as I go to anywhere I flow
Sometimes I believe, at times I'm rational
I can fly high, I can go low
Today I got a million, tomorrow I don't know
Make me feel the warmth, make me feel the cold
It's written in our stories, it's written on the walls
This is our call, we rise and we fall
Dancing in the moonlight, don't we have it all?

"
